Food Name,GI,Food Manufacturer,Product Category,Country of food production,Serving Size (g),Carbohydrate portion (g) or Average Carbohydrate portion (g),GL,Reference:,Subjects type,Time,Subjects Number,Year of test
"Green Pea, canned (Campbell Soup Co Ltd., Toronto, Canada) #",67,,Soups,Canada,,20,13,"Wolever, T.M.S., et al., Glycaemic index of 102 complex carbohydrate foods in patients with diabetes. Nutrition Research, 1994. 14(5): p. 651-669.",Type 1 & Type 2,3h,10,1984-1992
"Lentil, canned (Unico, Concord, Canada) #",45,,Soups,Canada,,20,9,"Wolever, T.M.S., et al., Glycaemic index of 102 complex carbohydrate foods in patients with diabetes. Nutrition Research, 1994. 14(5): p. 651-669.",Type 1 & Type 2,3h,9,1984-1992
"Noodle soup, traditional Turkish soup with stock and noodles #",34,,Soups,Turkey,,20,7,"Donduran, S., et al., Glycaemic index of different kinds of carbohydrates in type 2 diabetes. Eat Weight Disord, 1999. 4(4): p. 203-6.",Type 2 & Normal,2h,52 & 31,1998
"Split Pea (Wil-Pak Foods, USA) #",61,,Soups,USA,,20,12,"Wolever, T.M.S., et al., Glycaemic index of 102 complex carbohydrate foods in patients with diabetes. Nutrition Research, 1994. 14(5): p. 651-669.",Type 1 & Type 2,3h,5,1984-1992
"Tarhana soup, traditional Turkish soup with wheat flour, yoghurt, tomato, peppers #",20,,Soups,Turkey,,20,4,"Donduran, S., et al., Glycaemic index of different kinds of carbohydrates in type 2 diabetes. Eat Weight Disord, 1999. 4(4): p. 203-6.",Type 2 & Normal,2h,52 & 31,1998
Tomato soup #,38,,Soups,Canada,,20,8,"Jenkins, D.J., et al., Glycemic index of foods: a physiological basis for carbohydrate exchange. The American Journal of Clinical Nutrition, 1981. 34(3): p. 362-6.",Normal,2h,5,1981
"Fructose (Sweeten Less, Maximum Nutrition Inc., Toronto, Canada) #",11,,Sugars and Syrups,Canada,,5,1,"Lee, B.M. and T.M. Wolever, Effect of glucose, sucrose and fructose on plasma glucose and insulin responses in normal humans: comparison with white bread. European Journal of Clinical Nutrition, 1998. 52(12): p. 924-8.",Normal,2h,8,1998
"Fructose (Sweeten Less, Canada) #",12,,Sugars and Syrups,Canada,,5,1,"Lee, B.M. and T.M. Wolever, Effect of glucose, sucrose and fructose on plasma glucose and insulin responses in normal humans: comparison with white bread. European Journal of Clinical Nutrition, 1998. 52(12): p. 924-8.",Normal,2h,8,1998
Fructose #,20,,Sugars and Syrups,Canada,,5,1,"Jenkins, D.J., et al., Glycemic index of foods: a physiological basis for carbohydrate exchange. The American Journal of Clinical Nutrition, 1981. 34(3): p. 362-6.",Normal,2h,5,1981
Fructose #,21,,Sugars and Syrups,Germany,,5,1,"Otto, H. and L. Niklas, Differences d'action sur la glycemie d'aliments contenant des hydrated de carbone: consequences pour le traitment dietetique du diabete sucre. (Differences in the action of foods containing carbohydrate on blood glucose levels: implications for the dietetic treatment of diabetes mellitus). Med Hyg, 1980. 38: p. 3424-29.",Type 2,NS,NS,1980
"Fructose (Sigma Chemical Company, St. Louis, MO, USA) #",24,,Sugars and Syrups,USA,,5,1,"Gannon, M.C., et al., The serum insulin and plasma glucose responses to milk and fruit products in type 2 (non-insulin-dependent) diabetic patients. Diabetologia, 1986. 29(11): p. 784-91.",Type 2,5h34,7,1986
"Fructose, 25 g portion, fed with 37.7 g oats40 #",25,,Sugars and Syrups,Canada,,5,1,"Wolever, T.M.S., et al., Lactose in the diabetic diet: A comparison with other carbohydrates. Nutrition Research, 1985. 5(12): p. 1335-1345.",Type 2,3h,6,1985
"25 g fructose portion + 25 g glucose portion (Sigma Chemical Company, St. Louis, MO, USA) #",65,,Sugars and Syrups,USA,,5,3,"Gannon, M.C., et al., The serum insulin and plasma glucose responses to milk and fruit products in type 2 (non-insulin-dependent) diabetic patients. Diabetologia, 1986. 29(11): p. 784-91.",Type 2,5h34,7,1986
Glucose #,86,,Sugars and Syrups,USA,,5,4,"Crapo, P.A., et al., Comparison of serum glucose, insulin, and glucagon responses to different types of complex carbohydrate in noninsulin-dependent diabetic patients. The American Journal of Clinical Nutriiton, 1981. 34(2): p. 184-90.",Type 2,3h6,20,1981
Glucose #,93,,Sugars and Syrups,USA,,5,5,"Crapo, P.A., et al., Postprandial hormonal responses to different types of complex carbohydrate in individuals with impaired glucose tolerance. The American Journal of Clinical Nutriiton, 1980. 33(8): p. 1723-8.",Type 2 & IGT,3h6,5 & 6,1980
Glucose #,97,,Sugars and Syrups,Germany,,5,5,"Otto, H. and L. Niklas, Differences d'action sur la glycemie d'aliments contenant des hydrated de carbone: consequences pour le traitment dietetique du diabete sucre. (Differences in the action of foods containing carbohydrate on blood glucose levels: implications for the dietetic treatment of diabetes mellitus). Med Hyg, 1980. 38: p. 3424-29.",Diabetic,NS,NS,1980
Glucose #,96,,Sugars and Syrups,USA,,5,5,"Crapo, P.A., G. Reaven, and J. Olefsky, Postprandial plasma-glucose and -insulin responses to different complex carbohydrates. Diabetes, 1977. 26(12): p. 1178-1183.",Normal,3h,16,1977
"Glucose (Bio-Health, Dawson Traders Ltd., Toronto, Canada) #",97,,Sugars and Syrups,Canada,,5,5,"Lee, B.M. and T.M. Wolever, Effect of glucose, sucrose and fructose on plasma glucose and insulin responses in normal humans: comparison with white bread. European Journal of Clinical Nutrition, 1998. 52(12): p. 924-8.",Normal,2h,8,1998
"Glucose (Glucodin™ tablets, Australia) #",102,,Sugars and Syrups,Australia,,5,5,"Brand-Miller, J., E. Pang, and L. Broomhead, The glycaemic index of foods containing sugars: comparison of foods with naturally-occurring v. added sugars. British Journal of Nutrition, 1995. 73(4): p. 613-23.",Normal,2h,7,1994
"Glucose (Bio-Health, Canada) #",104,,Sugars and Syrups,Canada,,5,5,"Lee, B.M. and T.M. Wolever, Effect of glucose, sucrose and fructose on plasma glucose and insulin responses in normal humans: comparison with white bread. European Journal of Clinical Nutrition, 1998. 52(12): p. 924-8.",Normal,2h,8,1998
"Glucose (Bio-Health, Canada) #",116,,Sugars and Syrups,Canada,,5,6,"Lee, B.M. and T.M. Wolever, Effect of glucose, sucrose and fructose on plasma glucose and insulin responses in normal humans: comparison with white bread. European Journal of Clinical Nutrition, 1998. 52(12): p. 924-8.",Normal,2h,8,1998
"Glucose, 25 g portion, fed with 37.7 g oats #",93,,Sugars and Syrups,Canada,,5,5,"Wolever, T.M.S., et al., Lactose in the diabetic diet: A comparison with other carbohydrates. Nutrition Research, 1985. 5(12): p. 1335-1345.",Type 2,3h,6,1985
"25 g glucose (Glucodex) 40 min before 3 g dried ginseng (Chai-Na-Ta Corp, Langley, BC, Canada) #",76,,Sugars and Syrups,Canada,,5,4,"Vuksan, V., et al., American ginseng (Panax quinquefolius L) reduces postprandial glycemia in nondiabetic subjects and subjects with type 2 diabetes mellitus. Archives of Internal Medicine, 2000. 160(7): p. 1009-13.",Normal,1.5h41,10,1999
"25 g glucose (Glucodex solution, Rougier Inc., Chambly, Quebec) with 3 g dried ginseng (Chai-Na-Ta Corp, Langley, BC, Canada)  #",78,,Sugars and Syrups,Canada,,5,4,"Vuksan, V., et al., American ginseng (Panax quinquefolius L) reduces postprandial glycemia in nondiabetic subjects and subjects with type 2 diabetes mellitus. Archives of Internal Medicine, 2000. 160(7): p. 1009-13.",Type 2,2h9,9,1999
"25 g glucose (Glucodex) 40 min after 3 g dried ginseng (Chai-Na-Ta Corp, Langley, BC, Canada) #",80,,Sugars and Syrups,Canada,,5,4,"Vuksan, V., et al., American ginseng (Panax quinquefolius L) reduces postprandial glycemia in nondiabetic subjects and subjects with type 2 diabetes mellitus. Archives of Internal Medicine, 2000. 160(7): p. 1009-13.",Type 2,2h9,9,1999
100 g Glucose + 20 g acacia gum #,85,,Sugars and Syrups,India,,5,4,"Sharma, R.D., Hypoglycemic effect of gum acacia in healthy human subjects. Nutrition Research, 1985. 5(12): p. 1437-1441.",Normal,2.5h24,12,1985
"100 g glucose + 20 g cellulose (CSIR Biochemical Unit, New Delhi, India) #",103,,Sugars and Syrups,India,,5,5,"Siddhu, A., et al., Modulation of postprandial glycaemia and insulinaemia by cellulose in mixed nutrient combinations. British Journal of Nutrition, 1989. 62(1): p. 131-7.",Normal,2h,5,1988
"75 g glucose solution, consumed with capsules containing 6 g Cinnamomum zeylanicum #",109,,Sugars and Syrups,Sweden,,5,5,"Wickenberg, J., et al., Ceylon cinnamon does not affect postprandial plasma glucose or insulin in subjects with impaired glucose tolerance. British Journal of Nutrition, 2012. 107(12): p. 1845-9.",IGT,3h,10,2009
"25 g glucose + 25 g crystalline short-chain ?-glucan (CSCA) starch, suspended in 298 mL water #",71,,Sugars and Syrups,USA,,5,4,"Brewer, L.R., et al., Glycemic Response and Fermentation of Crystalline Short Linear alpha-Glucans from Debranched Waxy Maize Starch. Journal of Agricultural and Food Chemistry, 2015. 63(43): p. 9528-35.",Normal,2h,10,2015
"25 g glucose solution, consumed with 236 mL diet cola sweetened with aspartame and acesulfame-K (Caffeine-Free Diet Coke®, Atlanta, GA, USA) #",104,,Sugars and Syrups,USA,,5,5,"Solomi, L., G.A. Rees, and K.M. Redfern, The acute effects of the non-nutritive sweeteners aspartame and acesulfame-K in UK diet cola on glycaemic response. International Journal of Food Sciences and Nutrition, 2019. 70(7): p. 894-900.",Normal,2h,10,2019
"Glucose solution with 0.7% (1.8 g) flaxseed gum (Nutunola health Biosciences Inc. Winchester, ON, Canada) #",124,,Sugars and Syrups,Canada,,5,6,"Au, M.M.C., et al., Effects of soy-soluble fiber and flaxseed gum on the glycemic and insulinemic responses to glucose solutions and dairy products in healthy adult males. Journal of the American College of Nutrition, 2013. 32(2): p. 98-110.",Normal,2h,11,2013
50 g Glucose + 14.5 g guar gum #,62,,Sugars and Syrups,Canada,,5,3,"Braaten, J.T., et al., Oat gum lowers glucose and insulin after an oral glucose load. The American Journal of Clinical Nutriiton, 1991. 53(6): p. 1425-30.",Normal,2h,10,1990
"50 g Glucose + 14.5 g guar gum, gel-like pudding texture #",62,,Sugars and Syrups,Canada,,5,3,"Braaten, J.T., et al., Oat gum lowers glucose and insulin after an oral glucose load. The American Journal of Clinical Nutriiton, 1991. 53(6): p. 1425-30.",Normal,3h14,10,1990
50 g Glucose + 14.5 g oat gum (78% oat ß-glucan) #,57,,Sugars and Syrups,Canada,,5,3,"Braaten, J.T., et al., Oat gum lowers glucose and insulin after an oral glucose load. The American Journal of Clinical Nutriiton, 1991. 53(6): p. 1425-30.",Normal,2h,9,1990
"50 g Glucose + 14.5 g oat gum (78% oat ß-glucan), gel-like pudding texture #",57,,Sugars and Syrups,Canada,,5,3,"Braaten, J.T., et al., Oat gum lowers glucose and insulin after an oral glucose load. The American Journal of Clinical Nutriiton, 1991. 53(6): p. 1425-30.",Normal,3h14,9,1990
"25 g glucose + 30 g oat bran flour (Natureal® GI-flour, Finn Cereal, Vantaa, Finland) (oat bran flour contributed an additional 6.1 g avail carb) #",80,,Sugars and Syrups,Finland,,5,4,"Tapola, N., et al., Glycemic responses of oat bran products in type 2 diabetic patients. Nutrition Metabaloism and Cardiovascular Disease, 2005. 15(4): p. 255-61.",Type 2,2h9,12,2004
75 g Glucose + 4.24 g salt #,86,,Sugars and Syrups,Nigeria,,5,4,"Akanji, A.O., et al., Dietary salt and the glycaemic response to meals of different fibre content. European Journal of Clinical Nutrition, 1989. 43(10): p. 699-703.",Normal,3h6,10,1989
Acacia honey (provided by German beekeeper association) #,53,,Sugars and Syrups,Germany,,5,3,"Deibert, P., et al., Glycaemic and insulinaemic properties of some German honey varieties. European Journal of Clinical Nutrition, 2010. 64(7): p. 762-4.",Normal,2h,10,2010
"Australian honey (Wescobee Limited, Australia) #",59,,Sugars and Syrups,Malaysia,,5,3,"Robert, S.D. and A.A.-S. Ismail, Two varieties of honey that are available in Malaysia gave intermediate glycemic index values when tested among healthy individuals. Biomedical Papers of the Medical Faculty of the University Palacky, Olomouc, Czech Republic, 2009. 153(2): p. 145-7.",Normal,2h,8,2008
"Chestnut honey (Apivita S.A., Greece) #",66,,Sugars and Syrups,Greece,,5,3,"Gourdomichali, T. and E. Papakonstantinou, Short-term effects of six Greek honey varieties on glycemic response: a randomized clinical trial in healthy subjects. European Journal of Clinical Nutrition, 2018. 72(12): p. 1709-1716.",Normal,2h,11,2018
Christ thorn honey #,32,,Sugars and Syrups,Jordan,,5,2,"Abu Rajab, A.M., et al., Glycemic and insulinemic response of different types of jordanian honey in healthy and type 2 diabetic volunteers. Pakistan Journal of Nutrition, 2017. 16(2): p. 61-68.",Normal,2h,14,2016
Christ thorn honey #,78,,Sugars and Syrups,Jordan,,5,4,"Abu Rajab, A.M., et al., Glycemic and insulinemic response of different types of jordanian honey in healthy and type 2 diabetic volunteers. Pakistan Journal of Nutrition, 2017. 16(2): p. 61-68.",Type 2,2h,9,2016
Citrus honey #,46,,Sugars and Syrups,Jordan,,5,2,"Abu Rajab, A.M., et al., Glycemic and insulinemic response of different types of jordanian honey in healthy and type 2 diabetic volunteers. Pakistan Journal of Nutrition, 2017. 16(2): p. 61-68.",Normal,2h,14,2016
Citrus honey #,62,,Sugars and Syrups,Jordan,,5,3,"Abu Rajab, A.M., et al., Glycemic and insulinemic response of different types of jordanian honey in healthy and type 2 diabetic volunteers. Pakistan Journal of Nutrition, 2017. 16(2): p. 61-68.",Type 2,2h,9,2016
"Citrus honey (Apivita S.A., Greece) #",81,,Sugars and Syrups,Greece,,5,4,"Gourdomichali, T. and E. Papakonstantinou, Short-term effects of six Greek honey varieties on glycemic response: a randomized clinical trial in healthy subjects. European Journal of Clinical Nutrition, 2018. 72(12): p. 1709-1716.",Normal,2h,11,2018
"Clover honey, raw #",59,,Sugars and Syrups,Egypt,,5,3,"Abdulrhman, M., et al., Effects of honey, sucrose and glucose on blood glucose and C-peptide in patients with type 1 diabetes mellitus. Complementary Therapies in Clinical Practice, 2013. 19(1): p. 15-9.",Type 1 (children),2h,30,2013
"Clover honey, raw #",61,,Sugars and Syrups,Egypt,,5,3,"Abdulrhman, M., et al., Effects of honey, sucrose and glucose on blood glucose and C-peptide in patients with type 1 diabetes mellitus. Complementary Therapies in Clinical Practice, 2013. 19(1): p. 15-9.",Normal children,2h,50,2013
"Fir honey (Apivita S.A., Greece) #",59,,Sugars and Syrups,Greece,,5,3,"Gourdomichali, T. and E. Papakonstantinou, Short-term effects of six Greek honey varieties on glycemic response: a randomized clinical trial in healthy subjects. European Journal of Clinical Nutrition, 2018. 72(12): p. 1709-1716.",Normal,2h,11,2018
Forest honey (provided by German beekeeper association) #,89,,Sugars and Syrups,Germany,,5,4,"Deibert, P., et al., Glycaemic and insulinaemic properties of some German honey varieties. European Journal of Clinical Nutrition, 2010. 64(7): p. 762-4.",Normal,2h,10,2010
Heather honey (provided by German beekeeper association) #,53,,Sugars and Syrups,Germany,,5,3,"Deibert, P., et al., Glycaemic and insulinaemic properties of some German honey varieties. European Journal of Clinical Nutrition, 2010. 64(7): p. 762-4.",Normal,2h,10,2010
Heather honey (Apivita S.A.) #,75,,Sugars and Syrups,Greece,,5,4,"Gourdomichali, T. and E. Papakonstantinou, Short-term effects of six Greek honey varieties on glycemic response: a randomized clinical trial in healthy subjects. European Journal of Clinical Nutrition, 2018. 72(12): p. 1709-1716.",Normal,2h,11,2018
Lime-blossom honey #,77,,Sugars and Syrups,Czech Republic,,5,4,"Fajkusova, Z., et al., Glycaemic index of selected foodstuffs in healthy persons. Biomedical Papers of the Medical Faculty of the University Palacky, Olomouc, Czech Republic, 2007. 151(2): p. 257-61.",Normal,2h,20,2007
"Honey, Linden (heated) (provided by German beekeeper association) #",49,,Sugars and Syrups,Germany,,5,2,"Deibert, P., et al., Glycaemic and insulinaemic properties of some German honey varieties. European Journal of Clinical Nutrition, 2010. 64(7): p. 762-4.",Normal,2h,10,2010
"Honey, Linden (not heated) (provided by German beekeeper association) #",60,,Sugars and Syrups,Germany,,5,3,"Deibert, P., et al., Glycaemic and insulinaemic properties of some German honey varieties. European Journal of Clinical Nutrition, 2010. 64(7): p. 762-4.",Normal,2h,10,2010
Locust honey #,32,,Sugars and Syrups,Romania,,5,2,"Ionescu-Tîrgovi?te, C., et al., Blood glucose and plasma insulin responses to various carbohydrates in type 2 (non-insulin-dependent) diabetes. Diabetologia, 1983. 24(2): p. 80-4.",Type 2,2h9,8,1982
Locust pod honey #,48,,Sugars and Syrups,Jordan,,5,2,"Abu Rajab, A.M., et al., Glycemic and insulinemic response of different types of jordanian honey in healthy and type 2 diabetic volunteers. Pakistan Journal of Nutrition, 2017. 16(2): p. 61-68.",Normal,2h,14,2016
Locust pod honey #,67,,Sugars and Syrups,Jordan,,5,3,"Abu Rajab, A.M., et al., Glycemic and insulinemic response of different types of jordanian honey in healthy and type 2 diabetic volunteers. Pakistan Journal of Nutrition, 2017. 16(2): p. 61-68.",Type 2,2h,9,2016
"Madu Tualang, wild honey (AgroMas, FAMA, Malaysia) #",65,,Sugars and Syrups,Malaysia,,5,3,"Robert, S.D. and A.A.-S. Ismail, Two varieties of honey that are available in Malaysia gave intermediate glycemic index values when tested among healthy individuals. Biomedical Papers of the Medical Faculty of the University Palacky, Olomouc, Czech Republic, 2009. 153(2): p. 145-7.",Normal,2h,8,2008
"Manuka honey, BR15-11-154 (Levin, NZ) #",59,,Sugars and Syrups,New Zealand,,5,3,"Chepulis, L. and E. Francis, The glycaemic index of Manuka honey. e-SPEN Journal, 2013. 8(1): p. e21-e24.",Normal,2h,10,2012
"Manuka honey, MED WM38-10 (Wairarapa, NZ) #",55,,Sugars and Syrups,New Zealand,,5,3,"Chepulis, L. and E. Francis, The glycaemic index of Manuka honey. e-SPEN Journal, 2013. 8(1): p. e21-e24.",Normal,2h,10,2012
"Manuka honey, M75-11 (East Cape, NZ) #",54,,Sugars and Syrups,New Zealand,,5,3,"Chepulis, L. and E. Francis, The glycaemic index of Manuka honey. e-SPEN Journal, 2013. 8(1): p. e21-e24.",Normal,2h,10,2012
"Manuka honey, PORD3-11 (Central North Island, NZ) #",57,,Sugars and Syrups,New Zealand,,5,3,"Chepulis, L. and E. Francis, The glycaemic index of Manuka honey. e-SPEN Journal, 2013. 8(1): p. e21-e24.",Normal,2h,9,2012
"Manuka honey, WINPDW 60-11 (Northland, NZ) #",57,,Sugars and Syrups,New Zealand,,5,3,"Chepulis, L. and E. Francis, The glycaemic index of Manuka honey. e-SPEN Journal, 2013. 8(1): p. e21-e24.",Normal,2h,8,2012
Mixed flora honey #,37,,Sugars and Syrups,Jordan,,5,2,"Abu Rajab, A.M., et al., Glycemic and insulinemic response of different types of jordanian honey in healthy and type 2 diabetic volunteers. Pakistan Journal of Nutrition, 2017. 16(2): p. 61-68.",Normal,2h,14,2016
Mixed flora honey #,84,,Sugars and Syrups,Jordan,,5,4,"Abu Rajab, A.M., et al., Glycemic and insulinemic response of different types of jordanian honey in healthy and type 2 diabetic volunteers. Pakistan Journal of Nutrition, 2017. 16(2): p. 61-68.",Type 2,2h,9,2016
"Monofloral honey, chestnut (Castanea spp.), from Bursa #",56,,Sugars and Syrups,Turkey,,5,3,"Atayoglu, A.T., et al., Glycemic index values of monofloral turkish honeys and the effect of their consumption on glucose metabolism. Turkish Journal of Medical Sciences, 2016. 46(2): p. 483-488.",Normal,2h,20,2015
"Monofloral honey, citrus (Citrus spp.), from Mersin #",45,,Sugars and Syrups,Turkey,,5,2,"Atayoglu, A.T., et al., Glycemic index values of monofloral turkish honeys and the effect of their consumption on glucose metabolism. Turkish Journal of Medical Sciences, 2016. 46(2): p. 483-488.",Normal,2h,20,2016
"Monofloral honey, lime (Tilia spp.), from Zonguldak #",55,,Sugars and Syrups,Turkey,,5,3,"Atayoglu, A.T., et al., Glycemic index values of monofloral turkish honeys and the effect of their consumption on glucose metabolism. Turkish Journal of Medical Sciences, 2016. 46(2): p. 483-488.",Normal,2h,20,2015
"Monofloral honey, milk-vetch (Astragalus spp.), from Kayseri #",69,,Sugars and Syrups,Turkey,,5,3,"Atayoglu, A.T., et al., Glycemic index values of monofloral turkish honeys and the effect of their consumption on glucose metabolism. Turkish Journal of Medical Sciences, 2016. 46(2): p. 483-488.",Normal,2h,20,2020
"Monofloral honey, pine, honeydew (Pinus spp.), from Mugla #",59,,Sugars and Syrups,Turkey,,5,3,"Atayoglu, A.T., et al., Glycemic index values of monofloral turkish honeys and the effect of their consumption on glucose metabolism. Turkish Journal of Medical Sciences, 2016. 46(2): p. 483-488.",Normal,2h,20,2015
"Monofloral honey, thyme (Thyme spp.), from Aydin #",53,,Sugars and Syrups,Turkey,,5,3,"Atayoglu, A.T., et al., Glycemic index values of monofloral turkish honeys and the effect of their consumption on glucose metabolism. Turkish Journal of Medical Sciences, 2016. 46(2): p. 483-488.",Normal,2h,20,2015
Multifloral honey (provided by German beekeeper association) #,51,,Sugars and Syrups,Germany,,5,3,"Deibert, P., et al., Glycaemic and insulinaemic properties of some German honey varieties. European Journal of Clinical Nutrition, 2010. 64(7): p. 762-4.",Normal,2h,10,2010
Oilseed-rape honey (provided by German beekeeper association) #,64,,Sugars and Syrups,Germany,,5,3,"Deibert, P., et al., Glycaemic and insulinaemic properties of some German honey varieties. European Journal of Clinical Nutrition, 2010. 64(7): p. 762-4.",Normal,2h,10,2010
"Pine honey (Apivita S.A., Greece) #",101,,Sugars and Syrups,Greece,,5,5,"Gourdomichali, T. and E. Papakonstantinou, Short-term effects of six Greek honey varieties on glycemic response: a randomized clinical trial in healthy subjects. European Journal of Clinical Nutrition, 2018. 72(12): p. 1709-1716.",Normal,2h,11,2018
Spanish thistle honey #,61,,Sugars and Syrups,Jordan,,5,3,"Abu Rajab, A.M., et al., Glycemic and insulinemic response of different types of jordanian honey in healthy and type 2 diabetic volunteers. Pakistan Journal of Nutrition, 2017. 16(2): p. 61-68.",Normal,2h,14,2016
Spanish thistle honey #,76,,Sugars and Syrups,Jordan,,5,4,"Abu Rajab, A.M., et al., Glycemic and insulinemic response of different types of jordanian honey in healthy and type 2 diabetic volunteers. Pakistan Journal of Nutrition, 2017. 16(2): p. 61-68.",Type 2,2h,6,2016
"Sugar honey, non-floral, bees feed sugar solution 2:1 sugar in water #",36,,Sugars and Syrups,Jordan,,5,2,"Abu Rajab, A.M., et al., Glycemic and insulinemic response of different types of jordanian honey in healthy and type 2 diabetic volunteers. Pakistan Journal of Nutrition, 2017. 16(2): p. 61-68.",Normal,2h,14,2016
"Sugar honey, non-floral, bees feed sugar solution 2:1 sugar in water #",81,,Sugars and Syrups,Jordan,,5,4,"Abu Rajab, A.M., et al., Glycemic and insulinemic response of different types of jordanian honey in healthy and type 2 diabetic volunteers. Pakistan Journal of Nutrition, 2017. 16(2): p. 61-68.",Type 2,2h,9,2016
"Honey, sweet chestnut (provided by German beekeeper association) #",53,,Sugars and Syrups,Germany,,5,3,"Deibert, P., et al., Glycaemic and insulinaemic properties of some German honey varieties. European Journal of Clinical Nutrition, 2010. 64(7): p. 762-4.",Normal,2h,10,2010
"Thyme honey (Apivita S.A., Greece) #",85,,Sugars and Syrups,Greece,,5,4,"Gourdomichali, T. and E. Papakonstantinou, Short-term effects of six Greek honey varieties on glycemic response: a randomized clinical trial in healthy subjects. European Journal of Clinical Nutrition, 2018. 72(12): p. 1709-1716.",Normal,2h,11,2018
"Honey, NS #",61,,Sugars and Syrups,Egypt,,5,3,"Abdulrhman, M., et al., The glycemic and peak incremental indices of honey, sucrose and glucose in patients with type 1 diabetes mellitus: effects on C-peptide level-a pilot study. Acta Diabetologica, 2011. 48(2): p. 89-94.",Type 1 (children),2h,20,2011
"Honey, NS, test portion adjusted based on body weight #",69,,Sugars and Syrups,Egypt,,5,3,"Abdulrhman, M., et al., The glycemic and peak incremental indices of honey, sucrose and glucose in patients with type 1 diabetes mellitus: effects on C-peptide level-a pilot study. Acta Diabetologica, 2011. 48(2): p. 89-94.",Normal children,2h,10,2011
"Honey, NS #",87,,Sugars and Syrups,Canada,,5,4,"Jenkins, D.J., et al., Glycemic index of foods: a physiological basis for carbohydrate exchange. The American Journal of Clinical Nutrition, 1981. 34(3): p. 362-6.",Normal,2h,6,1981
"Honey, pure (Capilano Honey Limited, QLD, Australia) #",58,,Sugars and Syrups,Australia,,5,3,"Brand-Miller, J., E. Pang, and L. Broomhead, The glycaemic index of foods containing sugars: comparison of foods with naturally-occurring v. added sugars. British Journal of Nutrition, 1995. 73(4): p. 613-23.",Normal,2h,8,1994
"Isomaltulose, Palatinose™ (Sudzucker AG, Mannheim, Germany) #",32,,Sugars and Syrups,Germany,,5,2,"Sydney University's Glycemic Index Research Service (Sydney, Australia), unpublished observations.",Normal,2h,10,2002
"Isomaltulose (Cargill, Belgium) #",45,,Sugars and Syrups,Belgium,,5,2,"van Can, J.G.P., et al., Reduced glycaemic and insulinaemic responses following trehalose and isomaltulose ingestion: implications for postprandial substrate use in impaired glucose-tolerant subjects. British Journal of Nutrition, 2012. 108(7): p. 1210-7.",IGT,3h,10,2011
"Lactose (Sigma Chemical Company, USA) #",43,,Sugars and Syrups,USA,,5,2,"Gannon, M.C., et al., The serum insulin and plasma glucose responses to milk and fruit products in type 2 (non-insulin-dependent) diabetic patients. Diabetologia, 1986. 29(11): p. 784-91.",Type 2,5h34,7,1986
"Lactose (Lactose 101394S, BDH, Poole, UK) #",48,,Sugars and Syrups,UK,,5,2,"Ostman, E.M., H.G. Liljeberg Elmståhl, and I.M. Björck, Inconsistency between glycemic and insulinemic responses to regular and fermented milk products. The American Journal of Clinical Nutrition, 2001. 74(1): p. 96-100.",Normal,2h,10,2000
"Lactose, 25 g portion, fed with 37.7 g oats #",49,,Sugars and Syrups,Canada,,5,2,"Wolever, T.M.S., et al., Lactose in the diabetic diet: A comparison with other carbohydrates. Nutrition Research, 1985. 5(12): p. 1335-1345.",Type 2,3h,6,1985
Maltose #,105,,Sugars and Syrups,Canada,,5,5,"Jenkins, D.J., et al., Glycemic index of foods: a physiological basis for carbohydrate exchange. The American Journal of Clinical Nutrition, 1981. 34(3): p. 362-6.",Normal,2h,6,1981
"Sucrose (Cargill, Belgium) #",48,,Sugars and Syrups,Belgium,,5,2,"van Can, J.G.P., et al., Reduced glycaemic and insulinaemic responses following trehalose and isomaltulose ingestion: implications for postprandial substrate use in impaired glucose-tolerant subjects. British Journal of Nutrition, 2012. 108(7): p. 1210-7.",IGT,3h6,10,2011
Sucrose8 #,58,,Sugars and Syrups,Iran,,5,3,"Mohsenpour, M.A., et al., The effect of a new mixture of sugar and sugar-alcohols compared to sucrose and glucose on blood glucose increase and the possible adverse reactions: A phase I double-blind, three-way randomized cross-over clinical trial. Endocrinologia, Diabetes y Nutricion, 2019. 66(10): p. 647-653.",Type 2,2h,19,2016
Sucrose #,59,,Sugars and Syrups,Canada,,5,3,"Jenkins, D.J., et al., Glycemic index of foods: a physiological basis for carbohydrate exchange. The American Journal of Clinical Nutrition, 1981. 34(3): p. 362-6.",Normal,2h,5,1981
"Sucrose (Redpath Sugars, Toronto, Canada) #",59,,Sugars and Syrups,Canada,,5,3,"Lee, B.M. and T.M. Wolever, Effect of glucose, sucrose and fructose on plasma glucose and insulin responses in normal humans: comparison with white bread. European Journal of Clinical Nutrition, 1998. 52(12): p. 924-8.",Normal,2h,8,1998
"Sucrose (Sigma Chemical Company, USA) #",59,,Sugars and Syrups,USA,,5,3,"Gannon, M.C., et al., The serum insulin and plasma glucose responses to milk and fruit products in type 2 (non-insulin-dependent) diabetic patients. Diabetologia, 1986. 29(11): p. 784-91.",Type 2,5h34,7,1986
Sucrose #,60,,Sugars and Syrups,Japan,,5,3,"Matsuo, T., Estimation of glycemic response to maltitol and mixture of maltitol and sucrose in healthy young subjects. Tech Bull Fac Agr Kagawa Univ 2003. 55: p. 57-61.",Normal,2h,16,2002
